pipe,n1,n4,n31,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
p771,-0.00046539307,-0.00046539307,-0.00047302246,-0.33525848,-0.11460495,-0.13075638,-0.26953506,-0.2629738,0.0,-0.4046669,-0.7050667,-0.33327484,-0.16093445,-0.35046387,-0.33890343,-0.26185608,-0.34097672,-0.2920723,-0.113853455,-0.08850098,-0.13158798,-0.15721893,-0.2456398,-0.18410492,-0.2924118,-0.37182617,-0.5237465,-0.6272545,-0.43885422,-0.6040077,-0.21687698,-0.6180954,-0.44401932
p772,-0.00044822693,-0.00045013428,-0.00045394897,-0.33127213,-0.11332703,-0.12929535,-0.26644897,-0.25997543,0.0,-0.4000473,-0.703228,-0.33398438,-0.15911484,-0.3462677,-0.33486557,-0.2588234,-0.3369217,-0.28868866,-0.112586975,-0.087509155,-0.13010788,-0.15546799,-0.24282455,-0.18202972,-0.28905487,-0.36712265,-0.5180054,-0.6038742,-0.44130325,-0.6108475,-0.21800232,-0.6273842,-0.44846725
p773,-0.0004386902,-0.0004386902,-0.00044250488,-0.32868195,-0.11250305,-0.12835693,-0.26444244,-0.2580223,0.0,-0.39699554,-0.70017624,-0.33583832,-0.15793991,-0.3435402,-0.33224678,-0.256855,-0.33428574,-0.28649902,-0.111759186,-0.08686447,-0.12916183,-0.1543312,-0.2409935,-0.18069077,-0.28687286,-0.3642578,-0.51397705,-0.5911484,-0.4451561,-0.6199646,-0.21961212,-0.63640594,-0.45279694
p774,-0.00049972534,-0.00049591064,-0.00050354004,-0.35637283,-0.12137604,-0.13845062,-0.2858925,-0.27886963,0.0,-0.43090057,-0.7608299,-0.3464012,-0.17053604,-0.3727913,-0.3602543,-0.2779312,-0.36244202,-0.30999756,-0.12056732,-0.09377289,-0.13936996,-0.16651154,-0.26057816,-0.19507599,-0.31020355,-0.38977814,-0.56705475,-0.58861923,-0.45324326,-0.6125946,-0.22992706,-0.66563416,-0.4940033
p775,-0.000497818,-0.00049591064,-0.00050354004,-0.3557129,-0.121170044,-0.13821793,-0.2854004,-0.2783928,0.0,-0.43003464,-0.76172256,-0.34943008,-0.17024994,-0.37210083,-0.35959244,-0.27744293,-0.36178207,-0.30945587,-0.12036514,-0.09361267,-0.13913727,-0.16622925,-0.26012802,-0.19474411,-0.30965805,-0.38937378,-0.5651283,-0.58883667,-0.45779037,-0.6186447,-0.23260498,-0.6754837,-0.5028076
p776,-0.00026130676,-0.0002593994,-0.0002670288,-0.1972351,-0.069057465,-0.078884125,-0.16069412,-0.15702057,0.0,-0.22839355,-0.24642181,-0.31347656,-0.0965538,-0.20471191,-0.19949722,-0.15548325,-0.200737,-0.17341614,-0.068626404,-0.053150177,-0.07920456,-0.0947113,-0.14635849,-0.11055374,-0.17416763,-0.26623917,-0.24094772,-0.26406097,-0.25653076,-0.24886703,-0.14198685,-0.2399025,-0.1868515
p777,-0.00022125244,-0.00022506714,-0.00023269653,-0.17132187,-0.060325623,-0.068935394,-0.14007568,-0.13693237,0.0,-0.19897461,-0.21497345,-0.27259445,-0.08426666,-0.1776886,-0.17329788,-0.1353569,-0.17438507,-0.15101624,-0.05995941,-0.046398163,-0.069179535,-0.082733154,-0.12753296,-0.096515656,-0.15182114,-0.23254776,-0.2100792,-0.23055649,-0.22415161,-0.21713638,-0.12805557,-0.20942307,-0.1635971
p778,-0.00018501282,-0.00017929077,-0.00019073486,-0.14445114,-0.051189423,-0.058509827,-0.11859131,-0.11597824,0.0,-0.16825104,-0.18230057,-0.23020554,-0.07143402,-0.14970398,-0.14613342,-0.11442566,-0.14706802,-0.12771225,-0.05088806,-0.039344788,-0.058692932,-0.070194244,-0.1079216,-0.08184433,-0.12851334,-0.1972847,-0.17789459,-0.19564438,-0.19053268,-0.18421173,-0.11356354,-0.17775345,-0.13942337
p779,-0.00016021729,-0.00015640259,-0.00016403198,-0.11674118,-0.04165268,-0.047626495,-0.09626007,-0.09417343,0.0,-0.1364479,-0.14840317,-0.18652725,-0.058071136,-0.12088013,-0.11810875,-0.09273529,-0.11887741,-0.10354614,-0.041412354,-0.031986237,-0.047756195,-0.057106018,-0.08755875,-0.06655502,-0.104286194,-0.16048431,-0.14450836,-0.15928268,-0.15567017,-0.15008926,-0.098552704,-0.1449089,-0.11434555
p780,-0.00011444092,-0.00011444092,-0.000118255615,-0.08818054,-0.031692505,-0.036247253,-0.073036194,-0.07148743,0.0,-0.10349655,-0.11326218,-0.1415329,-0.044136047,-0.09121323,-0.089221954,-0.070259094,-0.08980942,-0.07847977,-0.031513214,-0.02432251,-0.036327362,-0.043441772,-0.06641388,-0.05059433,-0.0790863,-0.12208557,-0.109882355,-0.12144089,-0.11954498,-0.11476517,-0.08299255,-0.11087036,-0.088329315
p781,-8.010864e-05,-8.010864e-05,-8.392334e-05,-0.058872223,-0.021343231,-0.024417877,-0.04903412,-0.04801941,0.0,-0.06942749,-0.07695389,-0.09548187,-0.02968216,-0.06080246,-0.059577942,-0.047065735,-0.05996704,-0.05260849,-0.021224976,-0.016357422,-0.024456024,-0.029239655,-0.044563293,-0.03404236,-0.053073883,-0.08206558,-0.07409668,-0.0821991,-0.082206726,-0.07829285,-0.06689453,-0.0757103,-0.061416626
p782,-0.0004787445,-0.00047683716,-0.00048446655,-0.3515091,-0.119838715,-0.13669968,-0.2821579,-0.27524185,0.0,-0.4247856,-0.7526207,-0.3556404,-0.1683464,-0.3676529,-0.3553276,-0.27425385,-0.35749435,-0.30590057,-0.11903381,-0.09257507,-0.13759995,-0.16439438,-0.25717163,-0.19257736,-0.30613708,-0.38578415,-0.5559578,-0.5857239,-0.46728897,-0.6306381,-0.23877716,-0.698864,-0.5257454
p783,-0.0004711151,-0.00046920776,-0.00047683716,-0.3504715,-0.119506836,-0.1363182,-0.28136444,-0.27446747,0.0,-0.4235382,-0.75089645,-0.35559082,-0.1678772,-0.3665657,-0.35428047,-0.2734604,-0.3564453,-0.30501556,-0.11870575,-0.092315674,-0.13721848,-0.16394043,-0.2564392,-0.19203949,-0.30526733,-0.38478088,-0.55402756,-0.58452225,-0.4673462,-0.6306381,-0.2389183,-0.69973373,-0.5268593
p784,-0.00046730042,-0.00046539307,-0.00047302246,-0.34944153,-0.11916733,-0.13594055,-0.28055573,-0.27368927,0.0,-0.42233276,-0.74916077,-0.35557938,-0.16740799,-0.36548615,-0.35323715,-0.2726822,-0.35539246,-0.3041458,-0.11837387,-0.092056274,-0.13683319,-0.16348648,-0.2557068,-0.19150162,-0.30439758,-0.38378143,-0.5520706,-0.58333206,-0.46746063,-0.630703,-0.23910522,-0.70075226,-0.5281334
p785,-0.00045776367,-0.00046157837,-0.00046157837,-0.34232712,-0.116867065,-0.13331985,-0.27501678,-0.2682953,0.0,-0.41363144,-0.76007843,-0.33783722,-0.16413498,-0.35798645,-0.34605217,-0.267231,-0.34817123,-0.29807281,-0.11609268,-0.09026718,-0.13418579,-0.1603241,-0.25064087,-0.18777084,-0.298378,-0.37740707,-0.5383949,-0.60359573,-0.4445114,-0.6100998,-0.22114182,-0.6375923,-0.45890808
p786,-0.00046730042,-0.00046920776,-0.00047683716,-0.33983612,-0.11606979,-0.13241196,-0.27308273,-0.26641846,0.0,-0.41065216,-0.7533798,-0.33747864,-0.16300201,-0.35534668,-0.34353065,-0.26533508,-0.34563446,-0.29595947,-0.11530304,-0.089645386,-0.13326645,-0.1592331,-0.24887848,-0.18648148,-0.29627228,-0.3748436,-0.5341759,-0.5980263,-0.44464874,-0.6116829,-0.221035,-0.63905716,-0.4588623
p787,-0.00046539307,-0.00046539307,-0.00047302246,-0.33900452,-0.115802765,-0.13210678,-0.27243805,-0.26580048,0.0,-0.40964127,-0.7491684,-0.3377571,-0.16263199,-0.35446548,-0.34269333,-0.26470184,-0.3447876,-0.29526138,-0.115039825,-0.08944321,-0.13296127,-0.15886688,-0.24829102,-0.18605423,-0.2955742,-0.37405777,-0.5326576,-0.5970764,-0.44532776,-0.61343,-0.22122574,-0.6402054,-0.45914078
p788,-0.00025558472,-0.0002593994,-0.0002593994,-0.2110672,-0.0739212,-0.08442688,-0.17206192,-0.16811752,0.0,-0.24739838,-0.33787155,-0.6556015,-0.10335922,-0.21938705,-0.21339035,-0.16645432,-0.2147026,-0.18569183,-0.073467255,-0.056900024,-0.08478165,-0.101364136,-0.1566925,-0.11834335,-0.18649673,-0.26597977,-0.28388596,-0.33496094,-0.4419136,-0.38219452,-0.22502899,-0.35375595,-0.27848053
p789,-0.00028800964,-0.0002861023,-0.0002937317,-0.20951462,-0.07341766,-0.083862305,-0.1708641,-0.16695786,0.0,-0.24609756,-0.3426323,-0.79893875,-0.10265732,-0.2177887,-0.2118187,-0.16527176,-0.21312332,-0.18439102,-0.07297516,-0.05651474,-0.08421326,-0.100681305,-0.15559769,-0.11754608,-0.18520737,-0.262146,-0.28470612,-0.33763123,-0.45541,-0.38939667,-0.23597717,-0.36072922,-0.2855606
p790,-0.00028419495,-0.0002861023,-0.0002937317,-0.20874405,-0.07316589,-0.08358383,-0.17026901,-0.16638565,0.0,-0.24545288,-0.3449211,-0.9273033,-0.102306366,-0.21698761,-0.21103287,-0.16468811,-0.21233368,-0.18373871,-0.072719574,-0.05632019,-0.083927155,-0.1003418,-0.155056,-0.11713791,-0.18455887,-0.2602234,-0.2850876,-0.33882523,-0.46229172,-0.39286423,-0.24230957,-0.3642006,-0.28932953
p791,-0.00048446655,-0.00048828125,-0.00048828125,-0.35263824,-0.12015915,-0.1370697,-0.2829857,-0.27604675,0.0,-0.42607498,-0.83132935,-0.34427643,-0.16882324,-0.36886978,-0.35648155,-0.275074,-0.35865784,-0.30681992,-0.11936188,-0.09283066,-0.13797379,-0.16485214,-0.25792694,-0.19311905,-0.30704498,-0.387455,-0.55719376,-0.60934067,-0.4519577,-0.617424,-0.22589111,-0.6516609,-0.47206116
p792,-0.00046348572,-0.00046157837,-0.00046920776,-0.34728622,-0.118450165,-0.13513184,-0.27884674,-0.27202606,0.0,-0.4196434,-0.79774857,-0.34186172,-0.16639328,-0.36320877,-0.3510685,-0.2709999,-0.35321045,-0.30228043,-0.11766052,-0.09149933,-0.13601303,-0.16250229,-0.25414658,-0.19034576,-0.30254745,-0.38223648,-0.54756546,-0.6046715,-0.4495468,-0.615921,-0.22418976,-0.6478996,-0.46741104
p793,-0.00046348572,-0.00046539307,-0.00046920776,-0.3437767,-0.11733246,-0.1338501,-0.2761345,-0.26938248,0.0,-0.41543198,-0.7790222,-0.33974457,-0.16479874,-0.3595085,-0.3475151,-0.26833344,-0.3496399,-0.29930496,-0.11655426,-0.09062576,-0.13471603,-0.16095352,-0.25166702,-0.18852234,-0.29959488,-0.37869644,-0.54142,-0.6003189,-0.44714737,-0.613678,-0.22273636,-0.6441994,-0.46374893
p794,-0.00045394897,-0.00045394897,-0.00046157837,-0.3410988,-0.11647034,-0.13286972,-0.2740631,-0.26737213,0.0,-0.41221237,-0.76584244,-0.33834076,-0.16358566,-0.35668182,-0.34480667,-0.2663002,-0.3469162,-0.29703903,-0.11570358,-0.089954376,-0.13373184,-0.15978241,-0.24977112,-0.1871376,-0.29733658,-0.37599182,-0.5366936,-0.5967369,-0.44565964,-0.61260223,-0.22177124,-0.6419525,-0.46131516
p795,-0.00049591064,-0.00049209595,-0.00049972534,-0.35546494,-0.12106705,-0.13809967,-0.28517532,-0.27817154,0.0,-0.42967606,-1.02742,-0.3451805,-0.1701088,-0.3718567,-0.35934067,-0.2772255,-0.3615265,-0.30921173,-0.12025833,-0.09354019,-0.13901901,-0.16609192,-0.25992203,-0.19458771,-0.30942154,-0.38949585,-0.5638695,-0.59921265,-0.45223236,-0.6144333,-0.22764206,-0.6574516,-0.48168945
p796,-0.00048446655,-0.00048065186,-0.00048828125,-0.3521347,-0.12000275,-0.13689041,-0.2825966,-0.2756729,0.0,-0.42570877,-1.9584694,-0.3417244,-0.16859818,-0.36834717,-0.35596848,-0.27469635,-0.35813904,-0.30639267,-0.119205475,-0.09270859,-0.1377945,-0.16463089,-0.25756836,-0.19286346,-0.30662918,-0.385952,-0.5583153,-0.5931854,-0.44760895,-0.60801697,-0.22534561,-0.65055084,-0.4766655
p797,-0.00049591064,-0.00049209595,-0.00049972534,-0.35546494,-0.12106705,-0.13809967,-0.28517532,-0.27817154,0.0,-0.42967606,-1.02742,-0.3451805,-0.1701088,-0.3718567,-0.35934067,-0.2772255,-0.3615265,-0.30921173,-0.12025833,-0.09354019,-0.13901901,-0.16609192,-0.25992203,-0.19458771,-0.30942154,-0.38949585,-0.5638695,-0.59921265,-0.45223236,-0.6144333,-0.22764206,-0.6574516,-0.48168945
p798,-0.0004825592,-0.00048065186,-0.00048828125,-0.3524933,-0.12013626,-0.13703918,-0.28290176,-0.275959,0.0,-0.42613983,-0.8733673,-0.34869003,-0.1687851,-0.36868668,-0.3563347,-0.27498627,-0.35850143,-0.30672073,-0.11933899,-0.092811584,-0.1379509,-0.16481781,-0.25784683,-0.19307327,-0.306942,-0.38651657,-0.55885315,-0.58984375,-0.4575348,-0.6198273,-0.23183441,-0.67396545,-0.49939346
p799,-0.00029563904,-0.0002975464,-0.00030136108,-0.22402573,-0.078315735,-0.08944321,-0.1824379,-0.1782341,0.0,-0.26415253,-0.38114166,-0.67233276,-0.10954666,-0.23300552,-0.22646713,-0.17656326,-0.2278595,-0.19696426,-0.07783127,-0.060302734,-0.089839935,-0.10739899,-0.1661644,-0.12541199,-0.19775772,-0.2748947,-0.310894,-0.3727951,-0.5108681,-0.43610764,-0.24883652,-0.4016838,-0.31348038
p800,-0.0002822876,-0.0002784729,-0.0002861023,-0.21907806,-0.07666397,-0.08755875,-0.17851639,-0.17441177,0.0,-0.258255,-0.3717041,-0.8819237,-0.10721207,-0.22781754,-0.22146797,-0.17272949,-0.2228241,-0.19269562,-0.076187134,-0.05902481,-0.0879364,-0.10512924,-0.16257858,-0.12275314,-0.1934967,-0.2694931,-0.30343246,-0.36296844,-0.5008316,-0.42497253,-0.25724792,-0.39336395,-0.3108101
p801,-0.00030517578,-0.00030517578,-0.00031280518,-0.23736191,-0.08280182,-0.09455109,-0.19306564,-0.18858719,0.0,-0.28154755,-0.42516708,-0.58680725,-0.1158638,-0.2470398,-0.23992157,-0.18692398,-0.24139404,-0.2085228,-0.08228302,-0.06377411,-0.09498978,-0.11354828,-0.17585754,-0.13263702,-0.20928192,-0.2842331,-0.3404007,-0.4112854,-0.5924034,-0.49398422,-0.26207352,-0.44919205,-0.34514618
p802,-0.00029945374,-0.0002975464,-0.00030517578,-0.2302742,-0.08043671,-0.09185791,-0.18745804,-0.18312836,0.0,-0.27289963,-0.40954208,-0.635273,-0.11254501,-0.23959732,-0.23275948,-0.18144608,-0.23418808,-0.20241547,-0.07994461,-0.061943054,-0.09228134,-0.110305786,-0.1707344,-0.12882996,-0.20319748,-0.27705383,-0.32844162,-0.3962021,-0.56601715,-0.47344208,-0.27046204,-0.43434525,-0.3386383
p803,-0.00028800964,-0.0002861023,-0.0002937317,-0.2263794,-0.079135895,-0.09037399,-0.18437195,-0.18012238,0.0,-0.26817322,-0.4012642,-0.6518402,-0.11070633,-0.2355156,-0.22882652,-0.17842865,-0.23023224,-0.1990509,-0.07865143,-0.060935974,-0.090782166,-0.10852814,-0.16791534,-0.12673187,-0.19985199,-0.2730713,-0.3220253,-0.38795853,-0.55358887,-0.46281052,-0.27729034,-0.42682266,-0.33597565
p804,-0.00029563904,-0.000289917,-0.0002975464,-0.22341537,-0.0781517,-0.08925247,-0.18201828,-0.17783356,0.0,-0.2646103,-0.39541626,-0.6649132,-0.109306335,-0.23241806,-0.22583771,-0.1761322,-0.22722626,-0.19649506,-0.07766724,-0.060165405,-0.0896492,-0.10716629,-0.16577911,-0.12514114,-0.19730377,-0.26993942,-0.31736374,-0.38179398,-0.5463486,-0.4554901,-0.28593445,-0.42201233,-0.335392
p805,-0.0002822876,-0.0002861023,-0.0002937317,-0.22062302,-0.07720947,-0.08818436,-0.17980194,-0.17567062,0.0,-0.26125717,-0.3901024,-0.6868019,-0.107990265,-0.22948074,-0.22301292,-0.17396164,-0.2243805,-0.19408035,-0.076732635,-0.059444427,-0.08856583,-0.10587692,-0.16374207,-0.12363052,-0.1948967,-0.26694107,-0.31306076,-0.37582016,-0.54174805,-0.44890594,-0.2975273,-0.4181366,-0.33605576
p806,-0.00048065186,-0.00048065186,-0.00048828125,-0.34830093,-0.11880875,-0.13552475,-0.27967834,-0.27283096,0.0,-0.42095184,-0.74731827,-0.35557938,-0.16688919,-0.36427307,-0.3520832,-0.27181244,-0.3542328,-0.30317688,-0.118011475,-0.09177399,-0.13641357,-0.16298676,-0.25489807,-0.19091797,-0.3034401,-0.3826828,-0.54994583,-0.5820465,-0.4676094,-0.6307907,-0.23931122,-0.70189667,-0.529541
p807,-0.00047302246,-0.00046920776,-0.00047683716,-0.34636307,-0.11818695,-0.13482285,-0.27817917,-0.27136993,0.0,-0.41861725,-0.74163055,-0.35528946,-0.16601181,-0.3622284,-0.35011864,-0.27033615,-0.3522606,-0.30153656,-0.11739731,-0.091293335,-0.13570404,-0.16213226,-0.2535286,-0.18990707,-0.3018036,-0.38077927,-0.5464363,-0.5795593,-0.4673996,-0.630291,-0.23944855,-0.7030487,-0.531353
p808,-0.00046348572,-0.00046539307,-0.00046920776,-0.34439468,-0.117557526,-0.13410568,-0.27664948,-0.26989746,0.0,-0.4162445,-0.7359123,-0.35499954,-0.16512299,-0.36014938,-0.34812737,-0.2688446,-0.3502617,-0.29986954,-0.11677551,-0.09080124,-0.13497543,-0.16126633,-0.25214005,-0.18888474,-0.30015564,-0.3788452,-0.5428848,-0.5770569,-0.46719742,-0.6297798,-0.23959732,-0.7042732,-0.5332527
p809,-0.00045585632,-0.00045776367,-0.00046157837,-0.34235382,-0.11691284,-0.13337326,-0.27507782,-0.26836395,0.0,-0.41374588,-0.7301254,-0.35469818,-0.16419601,-0.35798645,-0.3460636,-0.26729584,-0.34818268,-0.29814148,-0.11613083,-0.090293884,-0.13423538,-0.1603775,-0.25070572,-0.1878357,-0.29844284,-0.37685394,-0.53925705,-0.5744972,-0.46697235,-0.6292038,-0.2397461,-0.70552444,-0.5352135
p810,-0.00046730042,-0.00046539307,-0.00047302246,-0.34033203,-0.11626434,-0.13263702,-0.2735176,-0.2668457,0.0,-0.41130447,-0.72436905,-0.3544197,-0.16327667,-0.3558464,-0.34401894,-0.2657585,-0.34612656,-0.29642868,-0.11549759,-0.089790344,-0.13349152,-0.1594963,-0.24928284,-0.18679047,-0.29673767,-0.3748703,-0.535656,-0.5719528,-0.466774,-0.6286354,-0.23992157,-0.70687485,-0.5373039
p811,-0.00045776367,-0.00046157837,-0.00046539307,-0.33821106,-0.11558914,-0.13187027,-0.2718773,-0.26525116,0.0,-0.40869904,-0.71845627,-0.35413742,-0.16231537,-0.35360718,-0.34187317,-0.2641487,-0.34397125,-0.29463196,-0.11482239,-0.08926773,-0.1327095,-0.15856934,-0.24778366,-0.18568802,-0.2949562,-0.37280273,-0.5319061,-0.5693283,-0.46658707,-0.6280365,-0.24011993,-0.7083702,-0.5395622
p812,-0.00032234192,-0.00032043457,-0.00032424927,-0.2557106,-0.08888626,-0.10147858,-0.20755386,-0.20269775,0.0,-0.30481339,-0.47743225,-0.509079,-0.1244545,-0.26633835,-0.25845528,-0.20109558,-0.2600441,-0.22430801,-0.088329315,-0.06849289,-0.1019783,-0.12189102,-0.18907928,-0.14244461,-0.22500992,-0.3000679,-0.3767929,-0.45801163,-0.6998596,-0.5669174,-0.26381683,-0.5043793,-0.37771988
p813,-0.00033187866,-0.00033187866,-0.00033569336,-0.25312042,-0.08803558,-0.10051346,-0.20552826,-0.20072174,0.0,-0.3020363,-0.4768257,-0.48866653,-0.123249054,-0.26364136,-0.25583458,-0.19910812,-0.25740433,-0.22209549,-0.08747864,-0.06782532,-0.10100174,-0.12072754,-0.18722534,-0.14107132,-0.22281265,-0.29613495,-0.37483978,-0.4540863,-0.9644356,-0.56295395,-0.27016068,-0.51335144,-0.38262177
p814,-0.00033187866,-0.00033187866,-0.00033950806,-0.25242996,-0.08781052,-0.10025406,-0.20499039,-0.20019913,0.0,-0.3014145,-0.47827148,-0.477005,-0.12293625,-0.26292038,-0.25513268,-0.19857407,-0.2566986,-0.22150421,-0.087257385,-0.06765747,-0.10074997,-0.12041855,-0.18674088,-0.14070511,-0.222229,-0.29467773,-0.37504578,-0.45308304,-1.1832047,-0.5631561,-0.27288818,-0.520813,-0.38624954
p815,-0.00031471252,-0.00031280518,-0.00032043457,-0.25271225,-0.0879097,-0.10037613,-0.2052269,-0.20043182,0.0,-0.3019066,-0.48099518,-0.46878433,-0.12307739,-0.2632141,-0.25541496,-0.19880295,-0.2569847,-0.22176361,-0.08735657,-0.067733765,-0.10086441,-0.12056351,-0.1869545,-0.14087296,-0.22248077,-0.29444122,-0.37646103,-0.4535942,-1.3958931,-0.56539917,-0.27479553,-0.5279503,-0.38978195
p816,-0.00031471252,-0.00031280518,-0.00032043457,-0.2533722,-0.08813858,-0.100624084,-0.20575714,-0.20094681,0.0,-0.30280685,-0.48386765,-0.46366882,-0.1233902,-0.2639084,-0.2560768,-0.19932175,-0.25764847,-0.22233963,-0.087589264,-0.06790924,-0.10112381,-0.12086868,-0.18743515,-0.14123917,-0.2230568,-0.2947693,-0.37817,-0.45464706,-1.6289444,-0.56861115,-0.2769432,-0.5342636,-0.39308548
p817,-0.00031471252,-0.00031280518,-0.00032043457,-0.25342178,-0.08815384,-0.10064316,-0.20580673,-0.20098495,0.0,-0.30291748,-0.4846611,-0.46299744,-0.1234169,-0.2639656,-0.2561226,-0.19935608,-0.2577057,-0.2223854,-0.08760071,-0.067920685,-0.10114288,-0.12089157,-0.1874733,-0.14126205,-0.22309875,-0.294693,-0.3785324,-0.45414734,-1.9160843,-0.56944656,-0.28092957,-0.53848267,-0.3955841
p818,-0.00033187866,-0.00033187866,-0.00033950806,-0.2528038,-0.08794403,-0.10041046,-0.20531464,-0.20051193,0.0,-0.30220795,-0.48390198,-0.46480942,-0.12312698,-0.26333237,-0.2555046,-0.19887543,-0.25708008,-0.22185135,-0.087387085,-0.06776428,-0.10090256,-0.12060928,-0.18702316,-0.14093018,-0.22257614,-0.29398727,-0.37766647,-0.45131302,-1.4227409,-0.56978226,-0.28803635,-0.5432472,-0.3984413
p819,-0.00028800964,-0.0002861023,-0.0002937317,-0.2095604,-0.073467255,-0.08391571,-0.17095184,-0.1670456,0.0,-0.2467308,-0.35084915,-1.076561,-0.10271454,-0.21785355,-0.21185493,-0.16535187,-0.21316147,-0.18447113,-0.07301712,-0.056549072,-0.08426285,-0.10074234,-0.15567017,-0.11760712,-0.1852951,-0.25982666,-0.28808212,-0.34340668,-0.47332,-0.4005432,-0.24929428,-0.37143707,-0.29550934
p820,-0.00028038025,-0.0002784729,-0.0002861023,-0.20860672,-0.07314682,-0.0835495,-0.17020035,-0.16631699,0.0,-0.24573517,-0.35106277,-1.1078415,-0.10227203,-0.21686172,-0.210886,-0.164608,-0.2121849,-0.18365479,-0.0727005,-0.056297302,-0.08390427,-0.10031128,-0.15498734,-0.11709213,-0.18448257,-0.25819397,-0.28754044,-0.34315872,-0.47493744,-0.4012184,-0.25066757,-0.3720665,-0.29621887
p821,-0.0002822876,-0.0002784729,-0.0002861023,-0.20870209,-0.07318878,-0.08359146,-0.17028427,-0.16640091,0.0,-0.2459526,-0.35248184,-1.1277885,-0.10231781,-0.21696854,-0.21098328,-0.16469193,-0.21228409,-0.18374634,-0.07273865,-0.05632782,-0.08394241,-0.10036087,-0.15506363,-0.11715317,-0.18457794,-0.25795746,-0.28821945,-0.3442154,-0.4776764,-0.40309525,-0.25253296,-0.37384033,-0.29776382
p822,-0.00041389465,-0.0004119873,-0.0004196167,-0.302639,-0.10416412,-0.11886978,-0.24425888,-0.23840332,0.0,-0.36418915,-0.60902405,-0.37041092,-0.14609528,-0.31591415,-0.30590057,-0.2370491,-0.30778122,-0.26439667,-0.10349655,-0.08037186,-0.11956024,-0.14287567,-0.22257614,-0.16717148,-0.2649002,-0.3415413,-0.4659462,-0.5700035,-0.5122528,-0.9196701,-0.23577881,-0.6461792,-0.4474907
p823,-0.00039291382,-0.00039291382,-0.00039672852,-0.29729462,-0.102436066,-0.11690903,-0.24009705,-0.2343483,0.0,-0.35770798,-0.5981331,-0.3727913,-0.14364243,-0.31027222,-0.30049133,-0.23296356,-0.30233765,-0.25984955,-0.10177612,-0.07902527,-0.117572784,-0.14050674,-0.2187767,-0.16436768,-0.26036835,-0.33594513,-0.4576416,-0.55384827,-0.52100754,-1.4589348,-0.23844528,-0.6551628,-0.44825745
p824,-0.00037956238,-0.00038146973,-0.00038528442,-0.2946434,-0.10158157,-0.115932465,-0.2380333,-0.23234558,0.0,-0.35449982,-0.5929146,-0.37408066,-0.14242554,-0.30747604,-0.2978096,-0.23094177,-0.29964828,-0.25759506,-0.100933075,-0.07835388,-0.11658859,-0.13933563,-0.21689987,-0.16298294,-0.25813293,-0.33312225,-0.453537,-0.5450249,-0.5252075,-1.277832,-0.23969269,-0.66305923,-0.44911194
p825,-0.00037574768,-0.00037384033,-0.00038146973,-0.2930374,-0.10106659,-0.115345,-0.23679352,-0.23113632,0.0,-0.3525467,-0.589756,-0.3757019,-0.14170456,-0.3057785,-0.29618645,-0.22972107,-0.29800797,-0.25623322,-0.10041809,-0.07795715,-0.1159935,-0.13861465,-0.21576309,-0.1621437,-0.25678635,-0.33140564,-0.45096588,-0.53876495,-0.5306854,-1.1441689,-0.24102402,-0.66950226,-0.44993973
p826,-0.00038528442,-0.00038528442,-0.00038909912,-0.29170227,-0.10063934,-0.114860535,-0.23575592,-0.23012924,0.0,-0.35090256,-0.58685684,-0.37867737,-0.14109421,-0.30435562,-0.2948265,-0.22870255,-0.29664612,-0.25509262,-0.099990845,-0.077625275,-0.11550522,-0.138031,-0.21481705,-0.16145325,-0.2556572,-0.3300476,-0.44869232,-0.5332413,-0.539711,-1.0332413,-0.2430954,-0.6736183,-0.45043945
